Pro,Con,Judges,Votes,Result
Chanhassen VS,Richard Montgomery GS,"Blake Meyer																																		Liz Dela Cruz																																		David Coates","Pro																												Con																												Con","2-1																															CON"
Regis GM,Newton South MK,"Changqing Xie																																		Kate McKinney																																		Mike Bryant","Con																												Con																												Con","3-0																															CON"
