Pro,Con,Judges,Votes,Result
Newton South MK,Richard Montgomery GS,"Sophia Fend																																		Delaney Hurley																																		Semane Reddy- Mbewu																																		AJ Yi																																		Catherine Liu","Con																												Con																												Con																												Con																												Con","5-0																															CON"
