Pro,Con,Judges,Votes,Result
Plano West MZ,Ransom Everglades GR,"Sefa Mawuli																																		Diane Park																																		Dennis O'Donnell","Pro																												Pro																												Pro","3-0																															PRO"
Regis GM,Poly Prep Country Day LS,"Kiran Singh																																		Matej Cerman																																		Daniel Perez","Pro																												Pro																												Pro","3-0																															PRO"
George Washington RW,Newton South LL,"Changqing Xie																																		Liz Dela Cruz																																		Thomas Barone","Con																												Con																												Con","3-0																															CON"
Princeton MB,Richard Montgomery GS,"Chelsea Hodgson																																		Frederick Peters																																		Ria Riesner","Con																												Con																												Con","3-0																															CON"
Walt Whitman HY,Princeton LB,"Yong Jong Shawn Yen																																		Sabarni Chatterjee																																		Kate McKinney","Con																												Con																												Con","3-0																															CON"
Sidwell Independent CZ,Newton South MK,"Jordan Cohen																																		Ray Lappin																																		Camilla Green","Con																												Con																												Con","3-0																															CON"
Lambert RZ,Richard Montgomery SX,"Blake Meyer																																		David Coates																																		Kate Hamm","Con																												Con																												Con","3-0																															CON"
Interlake GJ,Chanhassen VS,"Mei Liu																																		Yoga Raghavaraju																																		Jing Jing Xiao","Con																												Con																												Con","3-0																															CON"
