Pro,Con,Judges,Votes,Result
Wadsworth City PK,Riverdale Country GM,"Laura Kane																																		Sandeep Sinha																																		Sienna Horvath","Con																												Con																												Con","3-0																															CON"
Walt Whitman LS,Princeton BS,"Sierra Houegban																																		Marie Lowry																																		Sophie Poritzky","Con																												Con																												Con","3-0																															CON"
Regis FJ,Lambert MB,"rachael winfree																																		Kevin Xu																																		Mark Raj","Pro																												Pro																												Pro","3-0																															PRO"
Richard Montgomery GS,Interlake KS,"Jackie Zheng																																		Zara Chapple																																		Martin Klein","Pro																												Pro																												Con","2-1																															PRO"
